"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000177098.9",1581.85655401288,3.87792434029411,0.452460354696414,7.04182452923949e-19,4.8472739880465e-16
"ENSG00000099953.10",16657.800544786,-6.78135647896065,0.798321966041312,9.36296978619858e-19,6.24363788336536e-16
"ENSG00000154263.17",514.585637929261,4.03768248832104,0.478327787222095,1.96944415339483e-18,1.27351420573613e-15
"ENSG00000154736.6",3256.35115512578,4.0110516283801,0.477286627157301,2.92511036000637e-18,1.83585088153458e-15
"ENSG00000249669.10",2316.39726911432,4.29446927846477,0.520275411779897,9.96509521320708e-18,6.07557619298931e-15
"ENSG00000166960.16",55.8660471106372,3.7648123657345,0.457009506325191,1.80716923173346e-17,1.07119956211001e-14
"ENSG00000277494.2",1475.40520475694,5.13622757830459,0.629010272566561,1.88036852505366e-17,1.08446443124649e-14
"ENSG00000107562.16",12795.2557165235,2.53886638093001,0.308562821977395,2.48042881033676e-17,1.39289132588885e-14
"ENSG00000137745.12",288.734468286722,-6.08927728614897,0.758125681889214,3.81424005136048e-17,2.08697611425593e-14
"ENSG00000170271.11",3644.86577276525,3.93825561738928,0.487416269524057,4.3271293308052e-17,2.30841531975131e-14
"ENSG00000159263.16",146.45244680253,-6.56899206015423,0.809257143704932,6.09418764200072e-17,3.17180170957691e-14
"ENSG00000144485.11",344.37605637311,-3.0981911158567,0.385103439524289,6.51680321243594e-17,3.3110015178612e-14
"ENSG00000162896.6",6317.89522740931,6.95808210514444,0.872165982773518,7.51361967366577e-17,3.72867744689195e-14
"ENSG00000034971.17",671.793385325201,9.9949880122126,1.24930261418926,1.28165727149295e-16,5.94857513596958e-14
"ENSG00000161649.13",3299.20215860172,6.31544847369905,0.79771571545903,1.31019743844871e-16,5.94857513596958e-14
"ENSG00000196381.11",88.8320845368578,2.57986843275211,0.321672132051132,1.2550642839028e-16,5.94857513596958e-14
"ENSG00000234979.1",22.7041910536112,-0.280262375382462,0.86929700432312,1.28684481732803e-16,5.94857513596958e-14
"ENSG00000240583.13",15887.3678386486,2.91388168426684,0.366222662549173,1.56610300835128e-16,6.96230668650168e-14
"ENSG00000129173.13",195.411632474073,-4.38098027438384,0.552253225631332,1.67156282900126e-16,7.27948555266487e-14
"ENSG00000204311.15",150.447671305714,1.77791368577832,0.222034908310993,1.99352794195089e-16,8.50797855065802e-14
"ENSG00000006704.11",2178.24644018005,-1.60065405941561,0.199751492662439,2.21695158435278e-16,9.27598624676546e-14
"ENSG00000025423.11",165.022157198967,-2.81065503584061,0.356876276084304,3.34717268897386e-16,1.37356380788487e-13
"ENSG00000075218.19",492.773804465131,-3.69635327088554,0.474668306303573,4.69008798199818e-16,1.88833561222376e-13
"ENSG00000101955.15",3327.49672152437,3.48336069329621,0.449720759327858,7.07929833574776e-16,2.74663903975494e-13
"ENSG00000164754.15",18293.3387427952,-1.33905308243118,0.169712944551036,7.0273896659104e-16,2.74663903975494e-13
"ENSG00000176092.16",164.200395627844,-3.62440035302361,0.468384159552099,7.46379597124587e-16,2.84410611125742e-13
"ENSG00000152580.8",1183.02231393637,4.03985776868326,0.525438546448677,9.76210777437372e-16,3.65462487363791e-13
"ENSG00000126895.15",208.127814185206,3.79915536858465,0.494624414178273,1.06278918696713e-15,3.91014801046405e-13
"ENSG00000203805.11",213.942746851342,-5.58692847708679,0.725779686215063,1.15752540330037e-15,4.18651433576723e-13
"ENSG00000170312.16",1595.5414497779,-3.72902949327883,0.489327059807114,1.61427733622586e-15,5.74117734628726e-13
"ENSG00000184113.9",1745.27542116851,3.51904724027441,0.460717793071921,1.69373442802021e-15,5.92501622287265e-13
"ENSG00000171848.16",2508.37610011005,-4.61273791348451,0.608793125357668,1.94312418929077e-15,6.68779468956061e-13
"ENSG00000166265.13",2097.10535739251,2.24047392724082,0.292606732956175,2.35917826769545e-15,7.99087381815132e-13
"ENSG00000083067.23",43.7893212817563,3.76011882125629,0.492515609218732,2.75898153160422e-15,9.06728222329454e-13
"ENSG00000137872.17",994.11156095235,3.51214305109893,0.464014606549435,2.76195390840314e-15,9.06728222329454e-13
"ENSG00000005102.14",1053.3784652629,3.79291445281475,0.501977415329584,2.842861547028e-15,9.19148826545915e-13
"ENSG00000090889.12",1384.89146417804,-5.35739766233564,0.714394617593443,3.357822735932e-15,1.06944148301572e-12
"ENSG00000175305.17",277.57380211225,-2.98236231638073,0.398301199308018,5.94691357318948e-15,1.86619395203368e-12
"ENSG00000127423.11",209.694111246085,-2.84613536545402,0.380797517537988,6.20549968241734e-15,1.91911822787107e-12
"ENSG00000156261.13",9701.89056529645,-0.88853003547007,0.115046121572575,6.54357571353235e-15,1.99476231644381e-12
"ENSG00000118193.12",529.204396273391,-4.92015011189793,0.663433773411589,7.16207681148249e-15,2.152557141975e-12
"ENSG00000130226.17",90.3279564638652,4.17661395245945,0.56331367143435,7.31107980776056e-15,2.16682127802504e-12
"ENSG00000168952.15",203.916222373975,4.58906966532606,0.623088397358013,1.00264546540399e-14,2.93088377893913e-12
"ENSG00000286289.1",202.181016392886,3.303426241057,0.448052151298726,1.3779575448093e-14,3.97354541198455e-12
"ENSG00000148773.14",5327.81979743069,-4.67007547154138,0.640085494387204,1.61960832515522e-14,4.60810960673164e-12
"ENSG00000164934.14",3977.54057759145,-2.05116466214058,0.277322257893073,1.82615817289096e-14,5.1274196383316e-12
"ENSG00000185070.11",1747.28576839931,3.0734283795242,0.4195494717188,1.9010361657087e-14,5.26833905715039e-12
"ENSG00000206384.10",756.306799564556,4.54912281651071,0.625045449672321,1.96359130006871e-14,5.37193266053414e-12
"ENSG00000177363.5",602.390040312295,3.93194992139578,0.542402696296811,2.72402094439848e-14,7.35795986487584e-12
"ENSG00000129596.5",1930.09399572008,5.33207363516528,0.738092557498017,2.77266535391095e-14,7.39573824838823e-12
"ENSG00000228971.3",573.721477971277,4.91292257159445,0.680563760247028,2.94790546957691e-14,7.76609318707429e-12
"ENSG00000230838.1",183.10305866391,-7.09731843220566,0.985093945142614,3.30618202943933e-14,8.60373394222023e-12
"ENSG00000243836.5",112.97912921622,3.57262667081102,0.494642492572534,3.51857840901906e-14,9.04613791205514e-12
"ENSG00000170962.13",2010.64140774784,2.41784152451547,0.331955654247338,3.83857866236469e-14,9.74440361734161e-12
"ENSG00000185149.6",563.542339421025,11.7856905470347,1.86062875461762,3.88150479157429e-14,9.74440361734161e-12
"ENSG00000225670.4",110.879742945187,3.98629402475553,0.554417633410813,4.19021750526591e-14,1.03970989935894e-11
"ENSG00000123485.12",534.075339991224,-4.39221066111499,0.612877447888243,4.74825084055971e-14,1.16463131823797e-11
"ENSG00000213088.12",2845.87831451468,3.10566007974053,0.433217684555684,6.23145238395463e-14,1.51105639115009e-11
"ENSG00000157193.18",601.824096452709,-2.70576000282801,0.377647943189665,6.74339878494094e-14,1.61682456934668e-11
"ENSG00000092853.14",509.510591393807,-4.13858020392124,0.5825676551031,7.15440221503206e-14,1.6963087651841e-11
"ENSG00000184992.13",1685.9574448736,-1.41990395614427,0.194901276221585,7.84833191802037e-14,1.84039071207293e-11
"ENSG00000113810.16",3584.70113563691,-2.43567659200256,0.340534731084269,8.63827451898997e-14,2.00361021696442e-11
"ENSG00000137216.19",3337.08331370908,-1.37016309707556,0.188629597613295,9.43213256996589e-14,2.13036655180479e-11
"ENSG00000174943.11",1030.45855122145,-1.17236218120814,0.160559513205708,9.48426929197502e-14,2.13036655180479e-11
"ENSG00000197275.14",118.519142452083,-2.44659756409571,0.341306773931518,9.38233913796466e-14,2.13036655180479e-11
"ENSG00000035499.13",270.142348230533,-4.06828496423612,0.576219049126454,1.01796072786013e-13,2.2627358303966e-11
"ENSG00000117650.13",935.323250382747,-5.18257261306475,0.736909333100971,1.09728742589398e-13,2.39532326825757e-11
"ENSG00000187824.9",441.64360726288,3.03697879936761,0.428238590151297,1.11128451922536e-13,2.39532326825757e-11
"ENSG00000189058.9",18523.7385599551,3.37079263970472,0.475604532508721,1.10736856048759e-13,2.39532326825757e-11
"ENSG00000077152.11",870.895762353472,-3.91258763494393,0.555253586891577,1.16857745564232e-13,2.49362743259514e-11
"ENSG00000080166.16",55.1670558250226,4.03423248185629,0.568730941505033,1.23099296575865e-13,2.60080781151721e-11
"ENSG00000126218.12",350.494053712089,3.96262634749859,0.5626476691792,1.25465235082643e-13,2.62480652100835e-11
"ENSG00000156298.13",1133.0085910035,2.96935371301501,0.420242300062951,1.34872675341592e-13,2.7942213777808e-11
"ENSG00000102010.15",200.290735725893,3.56504283886628,0.50446023652462,1.38289504741383e-13,2.83746129007343e-11
"ENSG00000161800.13",2205.36124474733,-2.50024116027639,0.353639787713678,1.49994189968696e-13,3.04831049499238e-11
"ENSG00000137807.16",1429.48020538084,-3.87144561262599,0.552725137898395,1.5893651115933e-13,3.19957189776315e-11
"ENSG00000103888.17",507.587695988756,-2.79199103723163,0.396513023836479,1.65818649853806e-13,3.30691978432744e-11
"ENSG00000169607.13",536.844807139572,-4.51621984347645,0.647357144556227,1.75609921948798e-13,3.46975937450501e-11
"ENSG00000131095.13",120.271163275092,3.31933219761583,0.476488945265768,2.19686686523634e-13,4.30082037039249e-11
"ENSG00000146670.10",1303.37384624413,-4.16128008987235,0.599386158103107,2.30184774567285e-13,4.46537536771936e-11
"ENSG00000101057.16",2548.56913578518,-5.16654217847746,0.747496591625937,2.38657491242745e-13,4.58802901408012e-11
"ENSG00000164530.15",2303.11364308479,5.32708533213349,0.770194452778428,2.47466928633623e-13,4.71490784831508e-11
"ENSG00000178397.13",1328.96796429127,-0.800044107677819,0.11059023877213,2.54540985259515e-13,4.8067699862414e-11
"ENSG00000108924.14",1967.59438781823,3.70566752874513,0.533857279118828,2.76202745029457e-13,5.17007927735402e-11
"ENSG00000138778.13",913.904149168337,-3.46584936616858,0.500660583579076,3.16490340930416e-13,5.87268468270796e-11
"ENSG00000152779.14",79.6799273518628,4.93709848096558,0.715167704981784,3.2516320395636e-13,5.98160138726273e-11
"ENSG00000124440.16",426.986706919978,4.78896988107034,0.695244033305695,3.42601290840838e-13,6.24852046602791e-11
"ENSG00000165304.8",969.753975150863,-4.54886748360248,0.663430278967074,3.81866491163159e-13,6.9056347923141e-11
"ENSG00000134690.11",1118.46160724891,-3.90501084342631,0.569011140753063,4.16295433492981e-13,7.46498172714851e-11
"ENSG00000105011.9",1178.75577583707,-3.68436187876578,0.537099818360366,4.3691402403143e-13,7.7694236323389e-11
"ENSG00000167779.9",2586.56769143878,3.44177870827671,0.500508159155201,4.51760117397348e-13,7.96703235135704e-11
"ENSG00000114737.16",1579.31746695371,-1.77826648480166,0.255093709768106,4.67685039136815e-13,8.18027135257418e-11
"ENSG00000164946.20",1019.62469432406,4.41227071106287,0.646343102599078,5.12645063836671e-13,8.89376668065912e-11
"ENSG00000183722.9",4362.82875792895,2.40391668989658,0.347139651714962,5.35175856366891e-13,9.20977225726862e-11
"ENSG00000160307.10",3941.6390062771,5.54101863850257,0.815886926920224,5.91476199750287e-13,1.00972085011771e-10
"ENSG00000111206.13",2048.96241038989,-4.71334309013302,0.695926728250098,6.78230806553589e-13,1.14863231595611e-10
"ENSG00000109906.14",4298.85906633466,5.12814334340891,0.756941264069843,6.9540479657999e-13,1.16844432710397e-10
"ENSG00000153253.19",165.611200410615,3.73435580759107,0.550029711717493,7.77746592384123e-13,1.29658863553788e-10
"ENSG00000112320.12",506.540198312552,2.86557090863209,0.420427372911957,8.29582186249523e-13,1.36776763539293e-10
"ENSG00000174672.16",203.262837747706,-3.70449665954711,0.548241902039912,8.33262067580864e-13,1.36776763539293e-10
"ENSG00000155886.11",83.5577803123339,-5.8307782520999,0.864742320834503,8.43523220071011e-13,1.37404137351873e-10
"ENSG00000144668.12",1627.49007893578,2.01763511564051,0.292683753185032,8.51179056846022e-13,1.37600832530585e-10
"ENSG00000135346.9",1600.03075006218,-10.9747992599794,1.6342072938162,8.83005399068388e-13,1.41672573012935e-10
"ENSG00000011426.11",2022.2486245177,-4.56599589937841,0.680577967051248,1.03367916227326e-12,1.61175360214763e-10
"ENSG00000109674.4",109.569049917622,-3.89919555098937,0.575595232515435,1.02284751683867e-12,1.61175360214763e-10
"ENSG00000131747.15",6574.27784210061,-4.76147160113022,0.709836463231828,1.02811497044938e-12,1.61175360214763e-10
"ENSG00000152583.12",27953.3028649001,2.26728015519684,0.331385905556972,1.03477315475995e-12,1.61175360214763e-10
"ENSG00000040608.14",297.148531224054,-2.21677131815913,0.324516114689689,1.07019628004914e-12,1.65484916086728e-10
"ENSG00000088325.16",4213.89797571404,-4.7354698450771,0.708253858053264,1.19517709772802e-12,1.80878610556157e-10
"ENSG00000136518.17",3260.76351072184,-1.60725668096407,0.233765326637493,1.19392715883462e-12,1.80878610556157e-10
"ENSG00000138180.16",1295.47229088086,-4.62418787831026,0.691129936091254,1.19383533563491e-12,1.80878610556157e-10
"ENSG00000154330.13",1398.96746422563,3.71740323311926,0.553450878139128,1.23151079889467e-12,1.83964662114944e-10
"ENSG00000256663.1",44.2270648680763,-4.48146091812639,0.659759374341384,1.23281066040757e-12,1.83964662114944e-10
"ENSG00000051341.14",309.795888982982,-3.33615484885072,0.495700016648137,1.28570469583222e-12,1.90525364613637e-10
"ENSG00000169679.15",1499.17033831528,-4.56155105055269,0.683500936065776,1.35851935346855e-12,1.99927203335623e-10
"ENSG00000128564.7",55.4811513857749,-6.24024492165447,0.929465191043434,1.53443293386678e-12,2.22743295073356e-10
"ENSG00000133116.8",325.893686231302,2.69415861469484,0.400189421815202,1.52718391275144e-12,2.22743295073356e-10
"ENSG00000103257.9",20605.0985362378,-5.50769868339995,0.829557759540399,1.55642957534667e-12,2.2440980208326e-10
"ENSG00000174371.17",759.867671122234,-4.95466622534987,0.747494570438708,1.83166712089094e-12,2.62321776461019e-10
"ENSG00000133800.9",2857.97657938872,5.2267508269153,0.791670713163115,2.20110591538342e-12,3.13129327522446e-10
"ENSG00000186185.14",592.198642756652,-4.84040168011551,0.733527294658482,2.30806827827607e-12,3.26171317815451e-10
"ENSG00000136982.6",597.684524208264,-2.46176609677979,0.369062252171951,2.35000587630611e-12,3.29912996016422e-10
"ENSG00000234465.11",114.108982747936,1.93189082303614,0.287387943116066,2.49178625879555e-12,3.47530895270838e-10
"ENSG00000142945.13",1472.9547666217,-4.66922335092833,0.711687743716852,2.82257062490866e-12,3.91109315356662e-10
"ENSG00000122641.11",2020.72679835305,-3.37337644021929,0.511312091785789,2.86831856392745e-12,3.94884192488051e-10
"ENSG00000078549.15",519.328227393565,3.9067666189222,0.595196323778182,3.35483986242106e-12,4.5890338348848e-10
"ENSG00000167434.10",913.852944144523,6.48114104122459,0.996908514352583,3.77029319750839e-12,5.113449768894e-10
"ENSG00000261236.8",3607.19604514126,-2.22338641960951,0.335652534751998,3.78614304084189e-12,5.113449768894e-10
"ENSG00000089685.15",2493.28386759914,-4.97859496948443,0.765629617460188,3.93511170159287e-12,5.28121689310002e-10
"ENSG00000138160.7",1753.67490862869,-3.45144745845377,0.527795108185097,4.18483286879115e-12,5.5812592866959e-10
"ENSG00000160606.11",474.076364844568,-2.97698829707901,0.45390429109597,4.35385723609038e-12,5.7706186062691e-10
"ENSG00000104738.18",6920.85099953345,-2.81359383943642,0.428991687882878,4.48614739406255e-12,5.90925303962351e-10
"ENSG00000166961.15",147.916041693823,-12.6103010047703,3.53827123459042,4.6450706220305e-12,6.08105288365084e-10
"ENSG00000276043.5",1028.941942571,-4.69449932650923,0.723395064400421,4.68755514259055e-12,6.09925238949632e-10
"ENSG00000135451.13",486.76968099582,-4.14855609060189,0.63799751417211,4.84569262292521e-12,6.26680211397583e-10
"ENSG00000196584.3",328.427208060937,-2.58963329436363,0.394593991025523,5.24587738831079e-12,6.74348057766047e-10
"ENSG00000013297.12",943.797287245764,3.58302780320791,0.550885362133588,5.39904578304961e-12,6.85775225979141e-10
"ENSG00000168477.19",8579.38481434191,4.87577510348516,0.75297308392966,5.39057404242479e-12,6.85775225979141e-10
"ENSG00000171819.5",192.942004855671,7.21541054759644,1.1209114241022,5.45409380385413e-12,6.88668092783688e-10
"ENSG00000240654.6",39.7657746022123,5.49971189577722,0.82896428769655,6.35797959629469e-12,7.98076038854896e-10
"ENSG00000179796.12",61.8266466907761,5.45132186649439,0.837027804951265,6.57683007092498e-12,8.20719163061217e-10
"ENSG00000196549.12",8830.40493751779,4.07331656771311,0.631082468195498,6.91670584870226e-12,8.58113872706148e-10
"ENSG00000069011.16",2519.3138334524,-4.49873263522938,0.700047053341104,6.98837304764605e-12,8.6199359805618e-10
"ENSG00000173114.13",459.505499942062,4.65334203869287,0.723891979560386,7.19447499824872e-12,8.82315528664537e-10
"ENSG00000154839.10",487.280675778746,-4.7441328963272,0.739179348551822,7.78638213659711e-12,9.47709512638295e-10
"ENSG00000198947.16",4680.0709823067,3.73461288989199,0.578896708826911,7.81652721422465e-12,9.47709512638295e-10
"ENSG00000094804.12",1123.14333975528,-3.72963036068628,0.579809261129363,8.2254807559794e-12,9.8897607244447e-10
"ENSG00000126787.13",820.038839761299,-4.43805522561562,0.692690676641648,8.24957781035267e-12,9.8897607244447e-10
"ENSG00000235098.8",729.723907484023,2.35055446494741,0.361587975308702,8.31633471994969e-12,9.91409310553109e-10
"ENSG00000170454.6",31.7723942486832,-4.28069031135962,0.663849736925682,8.75535865789030e-12,1.0379477688929e-09
"ENSG00000253729.8",21300.3650386889,-1.50156046596368,0.227904858039534,9.51420889095904e-12,1.12167792002307e-09
"ENSG00000160949.17",1055.18055578559,-2.70827089132159,0.421201834588754,1.13724264087948e-11,1.33338575350149e-09
"ENSG00000116678.20",1956.9386639875,3.01207198874517,0.469478089992206,1.2372028772831e-11,1.44265968296963e-09
"ENSG00000183856.11",2112.64079079223,-5.18299769860299,0.82035137054379,1.2770231504184e-11,1.4809998373249e-09
"ENSG00000070087.14",6069.70103803176,-1.42414710182925,0.217323025784978,1.28904422755386e-11,1.48686025793361e-09
"ENSG00000105048.17",1321.59479605881,-6.27656595997759,0.995662636381152,1.30094283076939e-11,1.49251715407462e-09
"ENSG00000101447.15",1161.25743271795,-4.6426044212993,0.734156430987127,1.31370683905967e-11,1.49910108228312e-09
"ENSG00000004776.13",2175.11894162398,5.37964088085618,0.85312591514497,1.47275083929288e-11,1.67165054040801e-09
"ENSG00000121621.7",357.748357886482,-3.38982718350673,0.533404814745895,1.52410447684838e-11,1.71641742987625e-09
"ENSG00000146410.12",243.996188283153,-4.252812473782,0.671843111166949,1.52827832455357e-11,1.71641742987625e-09
"ENSG00000148053.17",12220.9234636626,3.7775621148441,0.59781401574525,1.7013998484073e-11,1.90084666833316e-09
"ENSG00000076382.17",1321.71441745844,-3.15713369982206,0.499828630277863,1.9389134237592e-11,2.15492049737488e-09
"ENSG00000113368.12",2953.81822184535,-3.43416602779053,0.545111109893093,2.09789004221861e-11,2.31952723372554e-09
"ENSG00000135298.14",38.7484560710678,3.62902768013004,0.573200572579679,2.12572653868894e-11,2.3266141405357e-09
"ENSG00000178999.13",729.316939262151,-4.44545782332861,0.710325853388729,2.12610599092957e-11,2.3266141405357e-09
"ENSG00000197299.12",467.166297801333,-3.08681529498311,0.489128730834192,2.14991936177852e-11,2.34066986025469e-09
"ENSG00000174697.5",20523.920189213,7.50839682773292,1.20772209779152,2.19721005206177e-11,2.3800134670531e-09
"ENSG00000066279.18",1330.65963682127,-4.69666482200909,0.752023244403386,2.21134819823398e-11,2.38323026273308e-09
"ENSG00000024526.17",510.405885135817,-4.34978924072336,0.6956989852002,2.28046732610865e-11,2.43314461359162e-09
"ENSG00000234456.8",1823.13151453563,2.94434767903626,0.465946605594418,2.27213281619269e-11,2.43314461359162e-09
"ENSG00000071539.14",1124.49919867447,-3.56000421007685,0.56769506424345,2.34789777010564e-11,2.49262639384499e-09
"ENSG00000093009.11",505.29975472164,-3.6903861638795,0.58980509647656,2.47276433336023e-11,2.61219396582049e-09
"ENSG00000265972.6",80885.960063231,2.33082862431063,0.368535314367675,2.5008523495532e-11,2.62885163975939e-09
"ENSG00000127564.17",761.583264279881,-5.04378906256341,0.811434054419542,2.64416777046089e-11,2.7658772575424e-09
"ENSG00000091127.14",1580.26499641528,-1.47414248523203,0.228926842114147,2.68737006805605e-11,2.78687960767486e-09
"ENSG00000175063.17",1587.26972647494,-5.03106738667829,0.810547653206399,2.69036599269422e-11,2.78687960767486e-09
"ENSG00000146006.8",98.4160532601559,3.32572440013609,0.530688261035869,2.73237244505504e-11,2.81671959444587e-09
"ENSG00000106511.6",974.659838536847,4.00763338257929,0.643009650918316,2.80908386708161e-11,2.88187695382954e-09
"ENSG00000068489.13",1000.60828917042,-3.30784244643599,0.52958059328262,2.87732115206861e-11,2.9377586633489e-09
"ENSG00000224186.8",58.3711094667654,-1.9465626792113,0.305700645304231,3.08999365741159e-11,3.13987498359552e-09
"ENSG00000231246.2",588.130075214023,5.12036108451164,0.828195285632515,3.27807122956675e-11,3.3152019889917e-09
"ENSG00000206149.10",491.239967323928,1.61071304885833,0.252146405007304,3.35891181129635e-11,3.38093486515343e-09
"ENSG00000129195.16",330.295382286692,-4.04730196382067,0.652030952668693,3.41302962772545e-11,3.41927883690297e-09
"ENSG00000116194.13",922.887981702645,4.10467195072684,0.662228086105005,3.44393432104785e-11,3.43411749891776e-09
"ENSG00000154262.13",1113.7135501259,3.14111335229837,0.505220903571587,3.81957673564447e-11,3.7909743238101e-09
"ENSG00000108381.11",548.987497025691,4.56242041326246,0.740522547804843,4.02246882283436e-11,3.96245406866894e-09
"ENSG00000109805.10",665.30203732045,-3.90719725255166,0.632269667162919,4.02948841511392e-11,3.96245406866894e-09
"ENSG00000129810.15",178.572192200329,-4.05289389321285,0.656341884349192,4.10074484443482e-11,4.01402725850434e-09
"ENSG00000143228.13",654.646271377123,-4.41524086789251,0.717548612487847,4.15329450721828e-11,4.04690189449913e-09
"ENSG00000134057.15",2222.15595947381,-3.1710316795047,0.512580838438151,4.47070073016113e-11,4.33637649458674e-09
"ENSG00000102384.13",411.782889480782,-3.16434340993483,0.512940373529133,4.80432721765151e-11,4.6388931446817e-09
"ENSG00000144908.14",2388.96032722481,6.1111229242287,1.00417476757939,5.44612723623634e-11,5.23490581504718e-09
"ENSG00000162073.14",792.137989636348,-3.44816005387481,0.561945838678566,5.64674536118607e-11,5.40340355436545e-09
"ENSG00000249751.4",109.033637904378,2.70061580234029,0.436262920893437,5.68018346567979e-11,5.41113548991701e-09
"ENSG00000007968.7",481.130280524363,-3.93563855128046,0.642978433505317,5.77983168138939e-11,5.44621714275484e-09
"ENSG00000149124.11",1414.18032119272,6.72135325438874,1.10865916363164,5.79357650970218e-11,5.44621714275484e-09
"ENSG00000231367.6",302.198880850869,4.30116124218086,0.702482386885615,5.76565405281295e-11,5.44621714275484e-09
"ENSG00000196611.5",555.277216176967,-5.11155584735661,0.843492907471336,6.30409178105091e-11,5.90013221560725e-09
"ENSG00000138722.10",1744.51105096679,4.27442736608783,0.701097408502092,6.42626017496693e-11,5.98820811675193e-09
"ENSG00000165474.8",1260.2352613329,-3.43525162256427,0.562345494349158,6.51388378255834e-11,6.04346808852228e-09
"ENSG00000100350.15",2716.25584246974,-1.52865668348785,0.243175447866911,6.75630287641273e-11,6.24124446232776e-09
"ENSG00000073969.18",3347.64394496461,-1.529731690496,0.243867790251801,6.92456972855556e-11,6.36911178610548e-09
"ENSG00000223573.7",1189.41125013566,-4.83760784212532,0.799678806749132,7.3680165193457e-11,6.74790148095785e-09
"ENSG00000134548.11",1721.90865792724,6.59889270576946,1.09820289553273,8.05951559582848e-11,7.34965826065744e-09
"ENSG00000128918.15",497.931639949939,3.71926101431707,0.613664891801069,8.81672919147982e-11,8.00596528582927e-09
"ENSG00000135447.17",7727.24947570733,5.58512173397194,0.928531013244501,9.01321598006283e-11,8.14970405926105e-09
"ENSG00000103253.19",279.672358852504,-3.36725007648382,0.554329027233338,9.32057169573104e-11,8.39205398376391e-09
"ENSG00000078596.11",3020.71040509724,2.60066701361177,0.425618631864338,9.89445910041221e-11,8.87133877074354e-09
"ENSG00000080986.13",669.575902638578,-3.93489686207078,0.652822173000021,1.00373362398234e-10,8.96178736492018e-09
"ENSG00000163687.14",406.036176523522,4.0053592095858,0.665047279907885,1.01692050311235e-10,9.04169442329772e-09
